stable_id,chrom,start,end,strand,name,accession
ENSG00000182934,11,126262919,126269144,-1,SRPR,6734
ENSG00000110074,11,126269055,126278131,1,FOXRED1,55572
ENSG00000150455,11,126283065,126298845,1,TIRAP,114609
ENSG00000110063,11,126303752,126345749,1,DCPS,28960
ENSG00000110080,11,126355640,126440344,1,ST3GAL4,6484
ENSG00000149571,11,126423359,127003460,-1,KIRREL3,84623
ENSG00000254607,11,126652852,126682104,1,LOC101929427,101929427
ENSG00000254960,11,126940746,126945090,1,KIRREL3-AS2,100874251
ENSG00000266215,11,126988458,126988542,-1,MIR3167,100422918
ENSG00000218109,11,127002910,127006058,1,KIRREL3-AS3,283165
ENSG00000255087,11,127067002,127101320,1,LOC101929473,101929473
ENSG00000273409,11,127271062,127337033,1,LOC101929497,101929497
ENSG00000134954,11,128458761,128587558,-1,ETS1,2113
ENSG00000276176,11,128522390,128522449,1,MIR6090,102466104
ENSG00000254588,11,128526142,128530389,1,LOC101929517,101929517
ENSG00000245008,11,128629653,128686922,-1,LOC101929538,101929538
ENSG00000151702,11,128686535,128813267,1,FLI1,2313
ENSG00000254703,11,128691672,128696023,-1,SENCR,100507392
ENSG00000151704,11,128836315,128867373,-1,KCNJ1,3758
ENSG00000120457,11,128891356,128921035,1,KCNJ5,3762
ENSG00000174370,11,128899565,128906035,-1,C11orf45,219833
ENSG00000120471,11,128934731,128943399,-1,TP53AIP1,63970
ENSG00000134909,11,128965060,129279324,-1,ARHGAP32,9743
ENSG00000043039,11,129375940,129452279,1,BARX2,8538
ENSG00000281097,11,129612116,129617269,-1,LINC01395,101929557
ENSG00000151715,11,129815819,129860003,1,TMEM45B,120224
ENSG00000170322,11,129863636,129895590,-1,NFRKB,4798
ENSG00000170325,11,129899706,130002835,-1,PRDM10,56980
ENSG00000084234,11,130069837,130144811,1,APLP2,334
ENSG00000149418,11,130159562,130210376,1,ST14,6768
ENSG00000196323,11,130226677,130314686,-1,ZBTB44,29068
ENSG00000134917,11,130404925,130428993,-1,ADAMTS8,11095
ENSG00000166106,11,130448974,130476641,1,ADAMTS15,170689
ENSG00000274999,11,130666735,130666803,1,MIR8052,102466873
ENSG00000255455,11,130866254,130870247,-1,LOC103611081,103611081
ENSG00000120451,11,130875436,130916509,-1,SNX19,399979
ENSG00000182667,11,131370478,132336822,1,NTM,50863
ENSG00000237654,11,131502759,131540867,-1,LOC101929653,101929653
ENSG00000224795,11,131662131,131663583,-1,NTM-AS1,101929637
ENSG00000183715,11,132414977,133532519,-1,OPCML,4978
ENSG00000255258,11,133783671,133810376,-1,LOC646522,646522
ENSG00000166118,11,133840631,133845538,-1,SPATA19,219938
ENSG00000280237,11,133896438,133901601,-1,MIR4697HG,283174
ENSG00000264919,11,133898504,133898581,-1,MIR4697,100616119
ENSG00000080854,11,133908564,133956985,-1,IGSF9B,22997
ENSG00000204241,11,134032272,134046849,1,LOC100128239,100128239
ENSG00000166086,11,134068925,134152001,1,JAM3,83700
ENSG00000151503,11,134150119,134225454,-1,NCAPD3,23310
ENSG00000151502,11,134224645,134247792,1,VPS26B,112936
ENSG00000151500,11,134248279,134253370,-1,THYN1,29087
ENSG00000151498,11,134253495,134265855,1,ACAD8,27034
ENSG00000166105,11,134274245,134319564,1,GLB1L3,112937
ENSG00000149328,11,134331874,134378341,1,GLB1L2,89944
ENSG00000109956,11,134378504,134411918,-1,B3GAT1,27087
ENSG00000249054,12,36602,38133,-1,FAM138D,677784
ENSG00000120645,12,66765,178460,1,IQSEC3,440073
ENSG00000249695,12,137411,149169,-1,LOC574538,574538
ENSG00000111181,12,190077,214570,-1,SLC6A12,6539
ENSG00000256577,12,203642,205094,1,LOC101929384,101929384
ENSG00000010379,12,220621,262873,-1,SLC6A13,6540
ENSG00000255746,12,253442,257299,-1,LOC102723544,102723544
ENSG00000073614,12,280129,389454,-1,KDM5A,5927
ENSG00000120647,12,389273,442645,1,CCDC77,84318
ENSG00000139044,12,460364,563509,1,B4GALNT3,283358
ENSG00000171840,12,564296,663779,-1,NINJ2,4815
ENSG00000177406,12,630891,663706,1,LOC100049716,100049716
ENSG00000060237,12,752593,911452,1,WNK1,65125
ENSG00000002016,12,912077,990053,-1,RAD52,5893
ENSG00000082805,12,990509,1495933,1,ERC1,23085
ENSG00000111186,12,1529891,1647243,1,WNT5B,81029
ENSG00000171823,12,1565993,1594165,-1,FBXL14,144699
ENSG00000266043,12,1660315,1660380,-1,MIR3649,100500816
ENSG00000006831,12,1688574,1788678,1,ADIPOR2,79602
ENSG00000151062,12,1791957,1918836,-1,CACNA2D4,93589
ENSG00000166159,12,1820267,1836752,1,LRTM2,654429
ENSG00000235049,12,1929202,1936574,-1,LINC00940,100271702
ENSG00000151065,12,1946054,2004535,-1,DCP1B,196513
ENSG00000151067,12,1970786,2697950,1,CACNA1C,775
ENSG00000256257,12,2048352,2049463,1,CACNA1C-IT2,100874369
ENSG00000256025,12,2220537,2223479,-1,CACNA1C-AS4,100874234
ENSG00000256271,12,2668500,2672220,-1,CACNA1C-AS2,100874235
ENSG00000246627,12,2676001,2691200,-1,CACNA1C-AS1,100652846
ENSG00000255669,12,2761200,2770455,-1,LOC283440,283440
ENSG00000004478,12,2794953,2805423,1,FKBP4,2288
ENSG00000053702,12,2825348,2835544,-1,NRIP2,83714
ENSG00000111206,12,2857681,2877155,-1,FOXM1,2305
ENSG00000171792,12,2876258,2889523,1,RHNO1,83695
ENSG00000078246,12,2877223,2941140,1,TULP3,7289
ENSG00000197905,12,2959330,3040673,1,TEAD4,7004
ENSG00000011105,12,3077355,3286564,1,TSPAN9,10867
ENSG00000111218,12,3381349,3593973,1,PRMT8,56341
ENSG00000130038,12,3606633,3764819,-1,CRACR2A,84766
ENSG00000111224,12,3791047,3873448,-1,PARP11,57097
ENSG00000256164,12,4248765,4276184,-1,CCND2-AS1,103752584
ENSG00000118971,12,4273772,4305350,1,CCND2,894
ENSG00000078237,12,4307763,4354593,1,TIGAR,57103
ENSG00000118972,12,4368227,4379728,-1,FGF23,8074
ENSG00000111241,12,4428155,4445614,-1,FGF6,2251
ENSG00000047621,12,4487728,4538508,-1,C12orf4,57102
ENSG00000111247,12,4538798,4560048,1,RAD51AP1,10635
ENSG00000010219,12,4562204,4615302,1,DYRK4,8798
ENSG00000111254,12,4615508,4649047,-1,AKAP3,10566
ENSG00000139180,12,4649095,4694317,1,NDUFA9,4704
ENSG00000255474,12,4700417,4720102,-1,LOC101929549,101929549
ENSG00000151079,12,4809176,4813412,1,KCNA6,3742
ENSG00000111262,12,4909905,4931361,1,KCNA1,3736
ENSG00000130037,12,5043989,5046788,1,KCNA5,3741
ENSG00000256115,12,5233997,5243151,-1,LOC101929584,101929584
ENSG00000185652,12,5432112,5521536,1,NTF3,4908
ENSG00000047617,12,5531869,5946232,-1,ANO2,57101
ENSG00000110799,12,5948874,6124770,-1,VWF,7450
ENSG00000010278,12,6199715,6238271,1,CD9,928
ENSG00000008323,12,6310436,6328506,1,PLEKHG6,55200
ENSG00000067182,12,6328757,6342114,-1,TNFRSF1A,7132
ENSG00000111319,12,6346843,6377730,-1,SCNN1A,6337
ENSG00000111321,12,6375045,6391571,1,LTBR,4055
ENSG00000215039,12,6439001,6451567,-1,CD27-AS1,678655
ENSG00000139193,12,6444867,6451718,1,CD27,939
ENSG00000139192,12,6451690,6466517,1,TAPBPL,55080
ENSG00000139190,12,6462237,6470987,-1,VAMP1,6843
ENSG00000111639,12,6491886,6493841,-1,MRPL51,51258
ENSG00000010292,12,6493356,6531955,1,NCAPD2,9918
ENSG00000239002,12,6510222,6510551,1,SCARNA10,692148
ENSG00000111640,12,6533927,6538374,1,GAPDH,2597
ENSG00000010295,12,6538375,6556083,-1,IFFO1,25900
ENSG00000111641,12,6556863,6568691,-1,NOP2,4839
ENSG00000111642,12,6570083,6607476,-1,CHD4,1108
ENSG00000251898,12,6581474,6581609,-1,SCARNA11,677780
ENSG00000184574,12,6618835,6636447,-1,LPAR5,57121
ENSG00000111644,12,6638075,6647460,-1,ACRBP,84519
ENSG00000111653,12,6650280,6663148,-1,ING4,51147
ENSG00000126746,12,6666477,6689572,-1,ZNF384,171017
ENSG00000139200,12,6693792,6700800,-1,PIANP,196500
ENSG00000111652,12,6723741,6731875,1,COPS7A,50813
ENSG00000089693,12,6747996,6767475,-1,MLF2,8079
ENSG00000159335,12,6765516,6770952,1,PTMS,5763
ENSG00000089692,12,6772512,6778455,1,LAG3,3902
ENSG00000010610,12,6786858,6820808,1,CD4,920
ENSG00000250510,12,6821545,6829972,1,GPR162,27239
ENSG00000110811,12,6828410,6839851,1,P3H3,10536
ENSG00000111664,12,6839954,6847393,1,GNB3,2784
ENSG00000111665,12,6844793,6852066,-1,CDCA3,83461
ENSG00000111667,12,6852128,6866632,1,USP5,8078
ENSG00000111669,12,6867119,6870948,1,TPI1,7167
ENSG00000111671,12,6870935,6889358,-1,SPSB2,84727
ENSG00000010626,12,6873569,6914243,1,LRRC23,10233
ENSG00000248593,12,6884682,6885786,1,DSTNP2,171220
ENSG00000111674,12,6913745,6923698,1,ENO2,2026
ENSG00000111676,12,6924463,6942321,1,ATN1,1822
ENSG00000111678,12,6942978,6946003,1,C12orf57,113246
ENSG00000238923,12,6943816,6943878,1,RNU7-1,100147744
ENSG00000111679,12,6946468,6961316,1,PTPN6,5777
ENSG00000207708,12,6964097,6964191,1,MIR141,406933
ENSG00000215021,12,6965327,6970825,-1,PHB2,11331
ENSG00000238795,12,6967337,6967606,-1,SCARNA12,677777
ENSG00000126749,12,6970893,6979941,1,EMG1,10436
ENSG00000111684,12,6976186,7018510,-1,LPCAT3,10162
ENSG00000182326,12,6988259,7071032,1,C1S,716
ENSG00000159403,12,7080209,7092607,-1,C1R,715
ENSG00000139178,12,7089587,7109273,-1,C1RL,51279
ENSG00000205885,12,7108052,7122501,1,C1RL-AS1,283314
ENSG00000139194,12,7123684,7128942,-1,RBP5,83758
ENSG00000139182,12,7129698,7158945,1,CLSTN3,9746
ENSG00000139197,12,7188685,7218574,1,PEX5,5830
ENSG00000215009,12,7304284,7328724,1,ACSM4,341392
ENSG00000177675,12,7346685,7479897,-1,CD163L1,283316
ENSG00000177575,12,7470813,7503893,-1,CD163,9332
ENSG00000111701,12,7649400,7665903,-1,APOBEC1,339
ENSG00000184344,12,7689782,7695776,-1,GDF3,9573
ENSG00000187569,12,7711454,7717559,1,DPPA3,359787
ENSG00000198178,12,7729415,7751605,-1,CLEC4C,170482
ENSG00000205857,12,7765216,7774121,1,NANOGNB,360030
ENSG00000111704,12,7787794,7799141,1,NANOG,79923
ENSG00000173262,12,7812512,7891148,-1,SLC2A14,144195
ENSG00000059804,12,7919230,7936275,-1,SLC2A3,6515
ENSG00000065970,12,8032703,8055503,1,FOXJ2,55810
ENSG00000171860,12,8058302,8066471,-1,C3AR1,719
ENSG00000089818,12,8082211,8097771,1,NECAP1,25977
ENSG00000111729,12,8123632,8138607,1,CLEC4A,50856
ENSG00000235602,12,8133772,8134849,-1,POU5F1P3,642559
ENSG00000171847,12,8221260,8227618,-1,FAM90A1,55138
ENSG00000215241,12,8235415,8242564,1,LOC101927905,101927905
ENSG00000226091,12,8295986,8396803,-1,LINC00937,389634
ENSG00000205846,12,8455926,8478330,1,CLEC6A,93978
ENSG00000166527,12,8509475,8522366,1,CLEC4D,338339
ENSG00000166523,12,8533305,8540963,-1,CLEC4E,26253
ENSG00000111732,12,8602166,8612871,-1,AICDA,57379
ENSG00000197614,12,8637346,8662888,-1,MFAP5,8076
ENSG00000166532,12,8681600,8783095,1,RIMKLB,57494
ENSG00000166535,12,8822472,8887001,1,A2ML1,144568
ENSG00000111752,12,8913896,8941467,1,PHC1,1911
ENSG00000003056,12,8940363,8949955,-1,M6PR,4074
ENSG00000139187,12,8950044,9010760,1,KLRG1,10219
ENSG00000214851,12,9055586,9065070,-1,LINC00612,253128
ENSG00000245105,12,9065177,9068060,1,A2M-AS1,144571
ENSG00000175899,12,9067664,9116229,-1,A2M,2
ENSG00000126838,12,9148840,9208370,-1,PZP,5858
ENSG00000256069,12,9228533,9275817,-1,A2MP1,3
ENSG00000237248,12,9240003,9243052,1,LINC00987,100499405
ENSG00000260423,12,9367464,9397617,1,LOC101930452,101930452
ENSG00000111796,12,9594551,9607886,-1,KLRB1,3820
ENSG00000256594,12,9617284,9658412,1,LOC374443,374443
ENSG00000069493,12,9664969,9699555,1,CLEC2D,29121
ENSG00000184293,12,9715860,9733299,-1,CLECL1,160365
ENSG00000110848,12,9752486,9760901,-1,CD69,969
ENSG00000150045,12,9827481,9845007,1,KLRF1,51348
ENSG00000110852,12,9852984,9870136,-1,CLEC2B,9976
ENSG00000256797,12,9881489,9895833,1,KLRF2,100431172
ENSG00000188393,12,9898673,9932381,-1,CLEC2A,387836
ENSG00000225231,12,9936579,9943495,-1,LOC100506159,100506159
ENSG00000231560,12,9948137,9953336,-1,LOC400002,400002
ENSG00000172322,12,9951316,9995694,1,CLEC12A,160364
ENSG00000165682,12,9985642,10013424,-1,CLEC1B,51266
ENSG00000256660,12,10010627,10018619,1,CLEC12B,387837
ENSG00000197992,12,10030677,10066027,1,CLEC9A,283420
ENSG00000150048,12,10069554,10111627,-1,CLEC1A,51267
ENSG00000172243,12,10116777,10130258,-1,CLEC7A,64581
ENSG00000173391,12,10158301,10172138,-1,OLR1,4973
ENSG00000165685,12,10170542,10191801,1,TMEM52B,120939
ENSG00000139112,12,10212458,10223130,1,GABARAPL1,23710
ENSG00000134539,12,10226058,10329600,1,KLRD1,3824
ENSG00000245648,12,10363769,10398506,1,LOC101928100,101928100
ENSG00000183542,12,10407382,10409757,-1,KLRC4,8302
ENSG00000205810,12,10412312,10420595,-1,KLRC3,3823
ENSG00000205809,12,10426854,10442300,-1,KLRC2,3822
ENSG00000134545,12,10442264,10454685,-1,KLRC1,3821
ENSG00000111196,12,10604190,10613623,-1,MAGOHB,55110
ENSG00000060140,12,10618939,10674318,-1,STYK1,55359
ENSG00000060138,12,10699089,10723312,-1,YBX3,8531
ENSG00000256888,12,10750234,10777444,1,LOC101928162,101928162
ENSG00000121377,12,10801532,10802627,-1,TAS2R7,50837
ENSG00000121314,12,10806051,10807293,-1,TAS2R8,50836
ENSG00000121381,12,10809137,10810168,-1,TAS2R9,50835
ENSG00000231887,12,10824960,11171544,-1,PRH1,5554
ENSG00000121318,12,10825317,10826358,-1,TAS2R10,50839
ENSG00000111215,12,10845849,11171613,-1,PRR4,11272
ENSG00000212128,12,10907926,10909562,-1,TAS2R13,50838
ENSG00000134551,12,10929236,10932341,1,PRH2,5555
ENSG00000212127,12,10937406,11171573,-1,TAS2R14,50840
ENSG00000212126,12,10985913,10986912,-1,TAS2R50,259296
ENSG00000255837,12,10996495,10997875,-1,TAS2R20,259295
ENSG00000212124,12,11021619,11022620,-1,TAS2R19,259294
ENSG00000256436,12,11030387,11031407,-1,TAS2R31,259290
ENSG00000226761,12,11061365,11062294,-1,TAS2R46,259292
ENSG00000256188,12,11132958,11134644,-1,TAS2R30,259293
ENSG00000256537,12,11171222,11176016,1,SMIM10L1,100129361
ENSG00000186136,12,11185993,11186937,-1,TAS2R42,353164
ENSG00000197870,12,11265924,11269805,-1,PRB3,5544
ENSG00000230657,12,11307083,11310435,-1,PRB4,5545
ENSG00000251655,12,11351823,11395566,-1,PRB1,5542
ENSG00000121335,12,11391540,11501041,-1,PRB2,653247
ENSG00000247157,12,11548030,11590369,1,LINC01252,338817
ENSG00000139083,12,11649854,11895402,1,ETV6,2120
ENSG00000121380,12,12049844,12211084,1,BCL2L14,79370
ENSG00000070018,12,12116025,12267012,-1,LRP6,4040
ENSG00000111261,12,12326056,12350541,-1,MANSC1,54682
ENSG00000205791,12,12355406,12357067,-1,LOH12CR2,503693
ENSG00000165714,12,12357079,12469694,1,BORCS5,118426
ENSG00000111266,12,12474210,12562383,-1,DUSP16,80824
ENSG00000111269,12,12611827,12645108,1,CREBL2,1389
ENSG00000183150,12,12660891,12696207,-1,GPR19,2842
ENSG00000111276,12,12715058,12722371,1,CDKN1B,1027
ENSG00000178878,12,12725917,12829975,1,APOLD1,81575
ENSG00000207983,12,12764649,12764743,1,MIR613,693198
ENSG00000213782,12,12813316,12829981,1,DDX47,51202
ENSG00000234498,12,12875499,12876107,1,RPL13AP20,387841
ENSG00000013588,12,12890782,12917937,1,GPRC5A,9052
ENSG00000207817,12,12915829,12915918,1,MIR614,693199
ENSG00000247498,12,12927726,12984645,1,LOC100506314,100506314
ENSG00000111291,12,12940775,12952147,-1,GPRC5D,55507
ENSG00000013583,12,12974864,13000273,-1,HEBP1,50865
ENSG00000183935,12,13000420,13004830,1,HTR7P1,93164
ENSG00000084444,12,13044284,13142521,1,FAM234B,57613
ENSG00000111305,12,13083560,13103683,-1,GSG1,83445
ENSG00000134531,12,13196716,13219939,1,EMP1,2012
ENSG00000273079,12,13537337,13981957,-1,GRIN2B,2904
ENSG00000171681,12,14365632,14502935,1,ATF7IP,55729
ENSG00000121316,12,14503661,14568349,-1,PLBD1,79887
ENSG00000070019,12,14612632,14696585,-1,GUCY2C,2984
ENSG00000197837,12,14767999,14771131,-1,HIST4H4,121504
ENSG00000246705,12,14774383,14778002,1,H2AFJ,55766
ENSG00000084463,12,14784579,14803540,-1,WBP11,51729
ENSG00000182993,12,14803572,14906586,1,C12orf60,144608
ENSG00000179256,12,14804650,14814182,-1,SMCO3,440087
ENSG00000111339,12,14825569,14843495,-1,ART4,420
ENSG00000111341,12,14881181,14885926,-1,MGP,4256
ENSG00000139055,12,14914035,14939082,-1,ERP27,121506
ENSG00000111348,12,14942017,14961728,-1,ARHGDIB,397
ENSG00000139053,12,14973022,14981865,1,PDE6H,5149
ENSG00000255727,12,15001833,15006683,1,LINC01489,101928340
ENSG00000134533,12,15107783,15348675,-1,RERG,85004
ENSG00000255660,12,15151923,15155283,1,RERG-AS1,100873980
ENSG00000151490,12,15322397,15597399,1,PTPRO,5800
ENSG00000151491,12,15620158,15882329,-1,EPS8,2059
ENSG00000023734,12,15882391,15903478,1,STRAP,11171
ENSG00000023697,12,15911172,16037282,1,DERA,51071
ENSG00000188991,12,16188485,16277685,-1,SLC15A5,729025
ENSG00000008394,12,16347142,16609259,1,MGST1,4257
ENSG00000048540,12,16548373,16610594,-1,LMO3,55885
ENSG00000111404,12,18080869,18320107,-1,RERGL,79785
ENSG00000139144,12,18247614,18648416,1,PIK3C2G,5288
ENSG00000139151,12,18683169,18738057,-1,PLCZ1,89869
ENSG00000177938,12,18738101,18739187,1,CAPZA3,93661
ENSG00000052126,12,19129752,19376400,1,PLEKHA5,54477
ENSG00000139154,12,19404045,19720801,1,AEBP2,121536
ENSG00000172572,12,20369245,20684381,1,PDE3A,5139
ENSG00000139155,12,20695355,20753386,1,SLCO1C1,53919
ENSG00000111700,12,20810702,20916911,1,SLCO1B3,28234
ENSG00000205754,12,21015696,21092745,1,SLCO1B7,338821
ENSG00000134538,12,21131202,21239246,1,SLCO1B1,10599
ENSG00000084453,12,21264600,21419594,-1,SLCO1A2,6579
ENSG00000121351,12,21354959,21379978,1,IAPP,3375
ENSG00000121350,12,21437615,21471252,1,PYROXD1,79912
ENSG00000004700,12,21468911,21501669,-1,RECQL,5965
ENSG00000111711,12,21501781,21518408,1,GOLT1B,51026
ENSG00000134548,12,21526307,21537377,1,SPX,80763
ENSG00000111713,12,21536189,21604847,-1,GYS2,2998
ENSG00000111716,12,21635342,21757857,-1,LDHB,3945
ENSG00000121361,12,21764955,21775581,-1,KCNJ8,3764
ENSG00000069431,12,21797401,21941402,-1,ABCC9,10060
ENSG00000111726,12,22046174,22065674,1,CMAS,55907
ENSG00000111728,12,22063773,22437041,-1,ST8SIA1,6489
ENSG00000111731,12,22448583,22544546,-1,C2CD5,9847
ENSG00000139163,12,22625075,22690665,1,ETNK1,55500
ENSG00000256321,12,23099368,23191587,1,LOC101928441,101928441
ENSG00000134532,12,23529500,23951032,-1,SOX5,6660
ENSG00000216192,12,24212421,24212495,1,MIR920,100126320
ENSG00000256120,12,24223271,24237965,1,LOC101928471,101928471
ENSG00000197503,12,24566964,24584168,-1,LINC00477,144360
ENSG00000060982,12,24810022,24949459,-1,BCAT1,586
ENSG00000118308,12,25021002,25108334,1,LRMP,4033
ENSG00000118307,12,25108420,25195162,-1,CASC1,55259
ENSG00000205707,12,25195216,25209645,1,LYRM5,144363
ENSG00000133703,12,25204789,25250936,-1,KRAS,3845
ENSG00000152936,12,25409307,25648579,-1,LMNTD1,160492
ENSG00000123094,12,25959029,26079892,1,RASSF8,11228
ENSG00000123095,12,26120026,26125127,-1,BHLHE41,79365
ENSG00000123096,12,26121991,26299290,1,SSPN,8082
ENSG00000123104,12,26336515,26833198,-1,ITPR2,3709
ENSG00000064102,12,26905181,26938326,-1,ASUN,55726
ENSG00000111790,12,26938383,26966650,1,FGFR1OP2,26127
ENSG00000064115,12,26973195,27014434,-1,TM7SF3,51768
ENSG00000152944,12,27022546,27066343,1,MED21,9412
ENSG00000214700,12,27081058,27082514,-1,C12orf71,728858
ENSG00000211455,12,27243968,27325959,1,STK38L,23012
ENSG00000029153,12,27332854,27425289,1,ARNTL2,56938
ENSG00000245311,12,27389789,27446625,-1,ARNTL2-AS1,101928646
ENSG00000165935,12,27466810,27502185,1,SMCO2,341346
ENSG00000110841,12,27523431,27695564,1,PPFIBP1,8496
ENSG00000174236,12,27696519,27697596,1,REP15,387849
ENSG00000061794,12,27710773,27756295,1,MRPS35,60488
ENSG00000205693,12,27762738,27771276,-1,MANSC4,100287284
ENSG00000087448,12,27780020,27803040,1,KLHL42,57542
ENSG00000087494,12,27958084,27972705,-1,PTHLH,5744
ENSG00000123106,12,28133249,28581511,1,CCDC91,55297
ENSG00000064763,12,29149103,29340980,1,FAR2,55711
ENSG00000257176,12,29280418,29317848,-1,LOC100506606,100506606
ENSG00000087502,12,29337352,29381189,-1,ERGIC2,51290
ENSG00000257599,12,29389294,29487488,1,OVCH1-AS1,101055625
ENSG00000187950,12,29412474,29497686,-1,OVCH1,341350
ENSG00000133687,12,29500840,29784759,-1,TMTC1,83857
ENSG00000133704,12,30628988,30695986,-1,IPO8,10526
ENSG00000110888,12,30709552,30754951,-1,CAPRIN2,65981
ENSG00000246331,12,30755074,30780739,1,LOC645485,645485
ENSG00000110900,12,30926428,30996599,1,TSPAN11,441631
ENSG00000245614,12,31020763,31073847,-1,DDX11-AS1,100506660
ENSG00000013573,12,31073845,31104791,1,DDX11,1663
ENSG00000139146,12,31280584,31327058,-1,FAM60A,58516
ENSG00000177340,12,31324316,31325829,1,FLJ13224,79857
ENSG00000170456,12,31382223,31591097,-1,DENND5B,160518
ENSG00000255867,12,31589923,31615666,1,DENND5B-AS1,100874249
ENSG00000139160,12,31647160,31673114,1,METTL20,254013
ENSG00000151743,12,31671137,31729174,-1,AMN1,196394
ENSG00000188375,12,31791185,31792241,-1,H3F3C,440093
ENSG00000174718,12,31959370,31993107,1,KIAA1551,55196
ENSG00000151746,12,32106835,32383633,1,BICD1,636
ENSG00000139132,12,32399529,32646050,1,FGD4,121512
ENSG00000087470,12,32679200,32745650,1,DNM1L,10059
ENSG00000139131,12,32727490,32755902,-1,YARS2,51067
ENSG00000057294,12,32790745,32896840,-1,PKP2,5318
ENSG00000110975,12,33374238,33439819,-1,SYT10,341359
ENSG00000139133,12,34022281,34029694,1,ALG10,84920
ENSG00000175548,12,38316578,38329728,1,ALG10B,144245
ENSG00000139117,12,38646822,38907430,-1,CPNE8,144402
ENSG00000139116,12,39293228,39443390,-1,KIF21A,55605
ENSG00000173208,12,39550033,39619751,-1,ABCD2,225
ENSG00000180116,12,39626167,39908300,1,C12orf40,283461
ENSG00000151229,12,39755021,40106089,-1,SLC2A13,114134
ENSG00000188906,12,40196744,40369285,1,LRRK2,120892
ENSG00000018236,12,40692442,41072418,1,CNTN1,1272
ENSG00000165966,12,41188448,41574590,1,PDZRN4,29951
ENSG00000151233,12,42081845,42144879,-1,GXYLT1,283464
ENSG00000015153,12,42157104,42238349,-1,YAF2,10138
ENSG00000134283,12,42238447,42459715,1,PPHLN1,51535
ENSG00000139168,12,42312078,42326118,-1,ZCRB1,85437
ENSG00000278520,12,42323700,42323859,-1,MIR7851,102467003
ENSG00000139174,12,42456754,42590355,-1,PRICKLE1,144165
ENSG00000257510,12,42615503,42646498,-1,LOC101927058,101927058
ENSG00000173157,12,43353866,43551921,-1,ADAMTS20,80070
ENSG00000129317,12,43718993,43758817,-1,PUS7L,83448
ENSG00000198001,12,43758944,43789543,1,IRAK4,51135
ENSG00000151239,12,43793723,43806375,-1,TWF1,5756
ENSG00000139173,12,43835967,44389762,1,TMEM117,84216
ENSG00000184613,12,44508275,44921848,-1,NELL2,4753
ENSG00000185610,12,45014672,45051099,-1,DBX2,440097
ENSG00000134297,12,45173064,45216041,-1,PLEKHA8P1,51054
ENSG00000177119,12,45215987,45440404,1,ANO6,196527
ENSG00000189079,12,45729665,45908040,1,ARID2,196528
ENSG00000139218,12,45919131,45992120,-1,SCAF11,9169
ENSG00000111371,12,46183063,46270017,-1,SLC38A1,81539
ENSG00000134294,12,46358189,46372867,-1,SLC38A2,54407
ENSG00000139209,12,46764761,46832408,-1,SLC38A4,55089
ENSG00000139211,12,47075707,47079951,-1,AMIGO2,347902
ENSG00000179715,12,47079603,47236662,1,PCED1B,91523
ENSG00000263838,12,47187812,47187891,1,MIR4698,100616486
ENSG00000247774,12,47205898,47216456,-1,PCED1B-AS1,100233209
ENSG00000264906,12,47364186,47364269,-1,MIR4494,100616478
ENSG00000005175,12,47661249,47706061,-1,RPAP3,79657
ENSG00000111405,12,47709734,47725567,-1,ENDOU,8909
ENSG00000079337,12,47734367,47771040,-1,RAPGEF3,10411
ENSG00000211584,12,47753916,47782753,1,SLC48A1,55652
ENSG00000061273,12,47782722,47833132,-1,HDAC7,51564
ENSG00000111424,12,47841537,47943048,-1,VDR,7421
ENSG00000134291,12,47963569,47968878,1,TMEM106C,79022
ENSG00000139219,12,47972965,48004486,-1,COL2A1,1280
ENSG00000079387,12,48042898,48106308,-1,SENP1,29843
ENSG00000152556,12,48105139,48146404,1,PFKM,5213
ENSG00000275770,12,48132797,48132867,1,MIR6505,102466657
ENSG00000177981,12,48147788,48181213,-1,ASB8,140461
ENSG00000177875,12,48183584,48185926,1,CCDC184,387856
ENSG00000172640,12,48202083,48203387,-1,OR10AD1,121275
ENSG00000187166,12,48328980,48330279,1,H1FNT,341567
ENSG00000167528,12,48337180,48351414,-1,ZNF641,121274
ENSG00000139223,12,48472665,48473624,1,ANP32D,23519
ENSG00000177627,12,48482503,48496512,1,C12orf54,121273
ENSG00000197376,12,48507354,48529897,1,OR8S1,341568
ENSG00000167531,12,48567684,48570066,-1,LALBA,3906
ENSG00000139620,12,48653401,48682238,-1,KANSL2,54934
ENSG00000221491,12,48654382,48654518,-1,SNORA34,677815
ENSG00000206612,12,48656648,48656782,-1,SNORA2A,677793
ENSG00000207313,12,48667457,48667593,-1,SNORA2B,677794
ENSG00000129315,12,48688458,48716998,-1,CCNT1,904
ENSG00000257987,12,48727435,48765786,1,LINC00935,255411
ENSG00000174233,12,48766194,48789037,-1,ADCY6,112
ENSG00000264201,12,48771975,48772037,-1,MIR4701,100616262
ENSG00000257660,12,48789147,48790535,1,LOC100506125,100506125
ENSG00000167535,12,48813794,48828941,1,CACNB3,784
ENSG00000174243,12,48829764,48852842,-1,DDX23,9416
ENSG00000172602,12,48857145,48865898,-1,RND1,27289
ENSG00000139537,12,48904110,48931840,1,CCDC65,85478
ENSG00000134285,12,48921518,48926474,-1,FKBP11,51303
ENSG00000134287,12,48935723,48957551,-1,ARF3,377
ENSG00000169884,12,48965340,48971763,-1,WNT10B,7480
ENSG00000125084,12,48978453,48981676,1,WNT1,7471
